[06/08/2020][13:38:10]  -system sys,start server 
[06/08/2020][13:38:10]  -system err, Reading Guild error - Guild counter zero 
[06/08/2020][13:38:12] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][13:38:18] IP: 192.168.0.103 ADMIN sta,Login char:xcvxcv exp:0 level:400 conn:1 money:2000000000, store:0 
[06/08/2020][13:38:18]  ADMIN etc,changecity city:0 X:2088 Y:2096 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 38 2190 2068 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 73 2194 2150 
[06/08/2020][13:38:22]  -system err,No empty mobgrid: 140 2284 2146 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 337 2322 2218 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 353 2390 2236 
[06/08/2020][13:38:22]  -system err,No empty mobgrid: 520 2505 2019 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 605 2535 1938 
[06/08/2020][13:38:22]  -system err,No empty mobgrid: 791 2467 1837 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 886 2598 2062 
[06/08/2020][13:38:22]  -system err,No empty mobgrid: 1122 2322 1611 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1171 2276 1732 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1186 2209 1746 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1227 2267 1737 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1250 2257 1621 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1298 1976 1624 
[06/08/2020][13:38:22]  -system err,No empty mobgrid: 1338 1974 1690 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1542 2244 1303 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1774 185 3758 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1830 280 3790 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1900 378 3785 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1909 384 3768 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1912 380 3746 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1916 388 3752 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1934 436 3788 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 1968 408 3812 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2016 587 3778 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2050 682 3788 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2069 707 3769 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2220 421 4027 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2287 1003 4005 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2602 1030 3755 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2669 2402 2194 
[06/08/2020][13:38:22]  -system err,No empty mobgrid: 2869 1196 4023 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 2938 1361 4073 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3354 1338 1705 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3375 1301 1678 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3462 2406 2086 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3586 780 4065 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3850 2123 1630 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3853 2085 1635 
[06/08/2020][13:38:22]  -system err,No empty mobgrid: 3858 2073 1613 
