[06/08/2020][13:16:27]  -system sys,start server 
[06/08/2020][13:16:27]  -system err, Reading Guild error - Guild counter zero 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 30 2180 2082 
[06/08/2020][13:16:39]  -system err,No empty mobgrid: 148 2296 2114 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 261 2344 2158 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 328 2321 2218 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 332 2358 2220 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 337 2318 2224 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 368 2387 2254 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 498 2450 2038 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 605 2533 1938 
[06/08/2020][13:16:39]  -system err,No empty mobgrid: 679 2592 2040 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 708 2642 2004 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1036 2356 1748 
[06/08/2020][13:16:39]  -system err,No empty mobgrid: 1122 2323 1611 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1171 2276 1737 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1174 2276 1708 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1179 2273 1748 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1180 2258 1748 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1227 2268 1737 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1274 2004 1604 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1279 1996 1638 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1283 2004 1564 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1298 1979 1620 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1307 1950 1648 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1318 1994 1668 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1401 1884 1677 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1433 1840 1736 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1771 181 3773 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1774 184 3758 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1909 384 3768 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1924 429 3752 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1935 427 3784 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1945 462 3758 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 1963 496 3812 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2019 596 3772 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2068 708 3778 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2086 750 3809 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2287 1005 4005 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2302 932 4033 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2307 952 4002 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2494 824 3932 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2608 1070 3737 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2634 1073 3797 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 2997 1495 4007 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3051 1397 3790 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3114 1466 3757 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3194 1264 1722 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3375 1299 1678 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3832 2393 2118 
[06/08/2020][13:16:39]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][13:16:39]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][13:16:39]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][13:16:39]  -system err,No empty mobgrid(1): 3871 2107 15
