[06/08/2020][13:40:24]  -system sys,start server 
[06/08/2020][13:40:24]  -system err, Reading Guild error - Guild counter zero 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 134 2274 2151 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 139 2274 2104 
[06/08/2020][13:40:36]  -system err,No empty mobgrid: 143 2284 2116 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 261 2344 2156 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 268 2362 2170 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 337 2319 2218 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 426 2474 2084 
[06/08/2020][13:40:36]  -system err,No empty mobgrid: 536 2514 2007 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 569 2540 2004 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 793 2484 1836 
[06/08/2020][13:40:36]  -system err,No empty mobgrid: 797 2526 1834 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 878 2628 2050 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 996 2414 1730 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1005 2369 1743 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1013 2424 1710 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1042 2350 1736 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1066 2369 1680 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1104 2336 1616 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1174 2274 1710 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1177 2274 1681 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1206 2195 1691 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1298 1977 1624 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1554 2262 1252 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1751 168 3788 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1827 276 3742 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1830 279 3791 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1897 376 3812 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1901 388 3816 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1906 400 3798 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1909 384 3769 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1972 400 3824 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 1995 560 3802 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2019 596 3772 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2086 750 3809 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2220 420 4027 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2542 930 3804 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2646 1124 3786 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2652 2324 2190 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2661 2322 2195 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 2974 1473 3987 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3354 1337 1705 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3375 1302 1679 
[06/08/2020][13:40:36]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][13:40:36]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][13:40:36]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3879 2139 1566 
