[06/08/2020][12:47:26]  -system sys,start server 
[06/08/2020][12:47:26]  -system err, Reading Guild error - Guild counter zero 
[06/08/2020][12:47:33] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 139 2274 2104 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 250 2382 2140 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 328 2318 2223 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 391 2446 2092 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 561 2524 1935 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 573 2513 1974 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 615 2572 2024 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 708 2640 2004 
[06/08/2020][12:47:38]  -system err,No empty mobgrid: 798 2535 1831 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 834 2470 1784 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 935 2600 2132 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 998 2414 1744 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1006 2369 1746 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1179 2272 1748 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1230 2251 1735 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1250 2257 1620 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1258 2272 1598 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1298 1976 1621 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1300 1962 1635 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1370 1964 1700 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1906 400 3798 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1972 400 3824 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 1995 560 3801 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2016 588 3777 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2050 682 3788 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2086 749 3808 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2119 491 3876 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2234 479 4063 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2268 954 4072 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2544 917 3803 
[06/08/2020][12:47:38]  -system err,No empty mobgrid: 2869 1196 4023 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2974 1473 3987 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 2982 1462 4024 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3060 1379 3745 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3070 1403 3753 
[06/08/2020][12:47:38]  -system err,No empty mobgrid: 3168 1181 1728 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3194 1264 1722 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3375 1299 1678 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3832 2393 2118 
[06/08/2020][12:47:38]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][12:47:38]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][12:47:38]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3879 2139 1566 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][12:47:38]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][12:47:38]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][12:47:40] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][12:47:40]  ADMIN etc,changecity city:0 X:2093 Y:2093 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 230 2366 2148 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 466 2536 2084 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 605 2534 1938 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 671 2614 1994 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 793 2481 1830 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 1061 2345 1700 
[06/08/2020][12:47:50]  -system err,No empty mobgrid: 1193 2209 1734 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 1205 2195 1704 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 1293 1946 1575 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 1297 1968 1621 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 1457 1810 1758 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 2016 588 3777 
